% Created using /stochastic/trunk/tools/piCurves/piCurve.py
% and /home/andrew.matas/repositories/stochastic/trunk/analyses/O2/iso/results/PI_curve/make_o1o2_py_curve.py
%
# f (Hz)	sigma(f)	PI(f)
3.765625e+01	4.444344e-07	7.512364e-09
3.768750e+01	4.569187e-07	7.512364e-09
3.771875e+01	4.707926e-07	7.512364e-09
3.775000e+01	4.843927e-07	7.512364e-09
3.778125e+01	4.641808e-07	7.512364e-09
3.781250e+01	4.465336e-07	7.512364e-09
3.784375e+01	1.699334e-07	7.512364e-09
3.787500e+01	1.704825e-07	7.512364e-09
3.790625e+01	1.704605e-07	7.512364e-09
3.793750e+01	1.714651e-07	7.512364e-09
3.796875e+01	1.725558e-07	7.512364e-09
3.800000e+01	1.850649e-07	7.512364e-09
3.803125e+01	1.698348e-07	7.512364e-09
3.806250e+01	1.682874e-07	7.513725e-09
3.809375e+01	1.682653e-07	7.515781e-09
3.812500e+01	1.799946e-07	7.517836e-09
3.815625e+01	1.798581e-07	7.519889e-09
3.818750e+01	1.795740e-07	7.521941e-09
3.821875e+01	1.798555e-07	7.523993e-09
3.825000e+01	1.806104e-07	7.526043e-09
3.828125e+01	1.696803e-07	7.528092e-09
3.831250e+01	1.708035e-07	7.530140e-09
3.834375e+01	1.700991e-07	7.532187e-09
3.837500e+01	1.695690e-07	7.534232e-09
3.840625e+01	1.750117e-07	7.536277e-09
3.843750e+01	1.937161e-07	7.538320e-09
3.846875e+01	1.832419e-07	7.540363e-09
3.850000e+01	1.731457e-07	7.542404e-09
3.853125e+01	1.718490e-07	7.544444e-09
3.856250e+01	1.703988e-07	7.546483e-09
3.859375e+01	1.699793e-07	7.548521e-09
3.862500e+01	1.697669e-07	7.550558e-09
3.865625e+01	1.700941e-07	7.552594e-09
3.868750e+01	1.708728e-07	7.554628e-09
3.871875e+01	1.712820e-07	7.556662e-09
3.875000e+01	1.703990e-07	7.558694e-09
3.878125e+01	1.703203e-07	7.560726e-09
3.881250e+01	1.704081e-07	7.562756e-09
3.884375e+01	1.709467e-07	7.564785e-09
3.887500e+01	1.713373e-07	7.566813e-09
3.890625e+01	1.723585e-07	7.568840e-09
3.893750e+01	1.736429e-07	7.570866e-09
3.896875e+01	1.730223e-07	7.572891e-09
3.900000e+01	1.836618e-07	7.574915e-09
3.903125e+01	1.724831e-07	7.576937e-09
3.906250e+01	1.724895e-07	7.578959e-09
3.909375e+01	1.729435e-07	7.580979e-09
3.912500e+01	1.742655e-07	7.582999e-09
3.915625e+01	1.749477e-07	7.585017e-09
3.918750e+01	1.740318e-07	7.587034e-09
3.921875e+01	1.750095e-07	7.589051e-09
3.925000e+01	1.759666e-07	7.591066e-09
3.928125e+01	1.748415e-07	7.593080e-09
3.931250e+01	1.747598e-07	7.595093e-09
3.934375e+01	1.739574e-07	7.597105e-09
3.937500e+01	1.748136e-07	7.599116e-09
3.940625e+01	1.863512e-07	7.601126e-09
3.943750e+01	1.882417e-07	7.603134e-09
3.946875e+01	1.767175e-07	7.605142e-09
3.950000e+01	1.770942e-07	7.607149e-09
3.953125e+01	1.753680e-07	7.609154e-09
3.956250e+01	1.745731e-07	7.611159e-09
3.959375e+01	1.752384e-07	7.613162e-09
3.962500e+01	1.750358e-07	7.615165e-09
3.965625e+01	1.752954e-07	7.617166e-09
3.968750e+01	1.763342e-07	7.619166e-09
3.971875e+01	1.764528e-07	7.621166e-09
3.975000e+01	1.816852e-07	7.623833e-09
3.978125e+01	1.816413e-07	7.627828e-09
3.981250e+01	1.784685e-07	7.631822e-09
3.984375e+01	1.797645e-07	7.635816e-09
3.987500e+01	1.817012e-07	7.639808e-09
3.990625e+01	1.859771e-07	7.643799e-09
3.993750e+01	5.100254e-07	7.647789e-09
3.996875e+01	5.230453e-07	7.651778e-09
4.000000e+01	1.459324e-06	7.655765e-09
4.003125e+01	5.199570e-07	7.659752e-09
4.006250e+01	5.225532e-07	7.663738e-09
4.009375e+01	1.822752e-07	7.667723e-09
4.012500e+01	1.818198e-07	7.671707e-09
4.015625e+01	1.845916e-07	7.675689e-09
4.018750e+01	1.854123e-07	7.679671e-09
4.021875e+01	1.827769e-07	7.683652e-09
4.025000e+01	1.830489e-07	7.687631e-09
4.028125e+01	1.838274e-07	7.691610e-09
4.031250e+01	1.849310e-07	7.695587e-09
4.034375e+01	1.886528e-07	7.699564e-09
4.037500e+01	2.180976e-07	7.703539e-09
4.040625e+01	2.363275e-07	7.707514e-09
4.043750e+01	2.267529e-07	7.711487e-09
4.046875e+01	2.207749e-07	7.715460e-09
4.050000e+01	1.899491e-07	7.719431e-09
4.053125e+01	1.814175e-07	7.723402e-09
4.056250e+01	1.811622e-07	7.727371e-09
4.059375e+01	1.816510e-07	7.731339e-09
4.062500e+01	1.821186e-07	7.735307e-09
4.065625e+01	1.835091e-07	7.739273e-09
4.068750e+01	1.900476e-07	7.743238e-09
4.071875e+01	1.874924e-07	7.747203e-09
4.075000e+01	1.843638e-07	7.751166e-09
4.078125e+01	1.860292e-07	7.755128e-09
4.081250e+01	1.903936e-07	7.759089e-09
4.084375e+01	7.004683e-07	7.763050e-09
4.087500e+01	1.168623e-06	7.767009e-09
4.090625e+01	1.325700e-06	7.770967e-09
4.093750e+01	1.133525e-06	7.774924e-09
4.096875e+01	8.505903e-07	7.778880e-09
4.100000e+01	1.345243e-06	7.782836e-09
4.103125e+01	1.901547e-07	7.786790e-09
4.106250e+01	1.883811e-07	7.790743e-09
4.109375e+01	1.877464e-07	7.794695e-09
4.112500e+01	1.880947e-07	7.798646e-09
4.115625e+01	1.888617e-07	7.802597e-09
4.118750e+01	1.890558e-07	7.806546e-09
4.121875e+01	1.906358e-07	7.810494e-09
4.125000e+01	1.937359e-07	7.814441e-09
4.128125e+01	1.971274e-07	7.818387e-09
4.131250e+01	1.995253e-07	7.822333e-09
4.134375e+01	2.003017e-07	7.826277e-09
4.137500e+01	2.074322e-07	7.830220e-09
4.140625e+01	2.095203e-07	7.834162e-09
4.143750e+01	1.976115e-07	7.838103e-09
4.146875e+01	1.956753e-07	7.842044e-09
4.150000e+01	1.966705e-07	7.845983e-09
4.153125e+01	1.936838e-07	7.849921e-09
4.156250e+01	1.933561e-07	7.853858e-09
4.159375e+01	1.929954e-07	7.857795e-09
4.162500e+01	1.930952e-07	7.861730e-09
4.165625e+01	1.956691e-07	7.865664e-09
4.168750e+01	1.941107e-07	7.869598e-09
4.171875e+01	1.943211e-07	7.873530e-09
4.175000e+01	1.928964e-07	7.877461e-09
4.178125e+01	1.928940e-07	7.881392e-09
4.181250e+01	1.935238e-07	7.885321e-09
4.184375e+01	1.967781e-07	7.889249e-09
4.187500e+01	2.220754e-07	7.893177e-09
4.190625e+01	2.116153e-07	7.897103e-09
4.193750e+01	1.947118e-07	7.901210e-09
4.196875e+01	1.951638e-07	7.907098e-09
4.200000e+01	2.088450e-07	7.912986e-09
4.203125e+01	1.952833e-07	7.918873e-09
4.206250e+01	1.955339e-07	7.924761e-09
4.209375e+01	1.956657e-07	7.930649e-09
4.212500e+01	1.964601e-07	7.936536e-09
4.215625e+01	1.978193e-07	7.942424e-09
4.218750e+01	1.981092e-07	7.948312e-09
4.221875e+01	1.978271e-07	7.954199e-09
4.225000e+01	1.988156e-07	7.960087e-09
4.228125e+01	1.990155e-07	7.965974e-09
4.231250e+01	1.992107e-07	7.971862e-09
4.234375e+01	2.020354e-07	7.977750e-09
4.237500e+01	2.122598e-07	7.983637e-09
4.240625e+01	2.074199e-07	7.989525e-09
4.243750e+01	2.025624e-07	7.995413e-09
4.246875e+01	2.045723e-07	8.001300e-09
4.250000e+01	2.095631e-07	8.007188e-09
4.253125e+01	2.021556e-07	8.013076e-09
4.256250e+01	2.013413e-07	8.018963e-09
4.259375e+01	2.015613e-07	8.024851e-09
4.262500e+01	2.015550e-07	8.030738e-09
4.265625e+01	2.021958e-07	8.036626e-09
4.268750e+01	2.028254e-07	8.042514e-09
4.271875e+01	2.028660e-07	8.048401e-09
4.275000e+01	2.034925e-07	8.054289e-09
4.278125e+01	2.043744e-07	8.060177e-09
4.281250e+01	2.481540e-07	8.066064e-09
4.284375e+01	3.786246e-07	8.071952e-09
4.287500e+01	3.582031e-07	8.077840e-09
4.290625e+01	2.608355e-07	8.083727e-09
4.293750e+01	2.814842e-07	8.089615e-09
4.296875e+01	2.522296e-07	8.095503e-09
4.300000e+01	2.435149e-07	8.101390e-09
4.303125e+01	2.202294e-07	8.107278e-09
4.306250e+01	2.167693e-07	8.113165e-09
4.309375e+01	2.068407e-07	8.119053e-09
4.312500e+01	2.062938e-07	8.124941e-09
4.315625e+01	2.070157e-07	8.130828e-09
4.318750e+01	2.078078e-07	8.136716e-09
4.321875e+01	2.089674e-07	8.142604e-09
4.325000e+01	2.113115e-07	8.148491e-09
4.328125e+01	2.132152e-07	8.154379e-09
4.331250e+01	2.138872e-07	8.160267e-09
4.334375e+01	2.203927e-07	8.166154e-09
4.337500e+01	2.263737e-07	8.172042e-09
4.340625e+01	2.161237e-07	8.177929e-09
4.343750e+01	2.130799e-07	8.183817e-09
4.346875e+01	2.123092e-07	8.189705e-09
4.350000e+01	2.132260e-07	8.195592e-09
4.353125e+01	2.116500e-07	8.201480e-09
4.356250e+01	2.123552e-07	8.207368e-09
4.359375e+01	2.130786e-07	8.213255e-09
4.362500e+01	2.135756e-07	8.219143e-09
4.365625e+01	2.159754e-07	8.225031e-09
4.368750e+01	2.198659e-07	8.230918e-09
4.371875e+01	2.191711e-07	8.236806e-09
4.375000e+01	2.187226e-07	8.242693e-09
4.378125e+01	2.178065e-07	8.248581e-09
4.381250e+01	2.168941e-07	8.254469e-09
4.384375e+01	2.172658e-07	8.260356e-09
4.387500e+01	2.171818e-07	8.266244e-09
4.390625e+01	2.183629e-07	8.272132e-09
4.393750e+01	2.213612e-07	8.278019e-09
4.396875e+01	2.240371e-07	8.283907e-09
4.400000e+01	2.317892e-07	8.289795e-09
4.403125e+01	2.196284e-07	8.295682e-09
4.406250e+01	2.185690e-07	8.301570e-09
4.409375e+01	2.184107e-07	8.307457e-09
4.412500e+01	2.197329e-07	8.313345e-09
4.415625e+01	2.204994e-07	8.319233e-09
4.418750e+01	2.196275e-07	8.325120e-09
4.421875e+01	2.197270e-07	8.331008e-09
4.425000e+01	2.207112e-07	8.336896e-09
4.428125e+01	2.202065e-07	8.342783e-09
4.431250e+01	2.211471e-07	8.348671e-09
4.434375e+01	2.303262e-07	8.354559e-09
4.437500e+01	2.283735e-07	8.360446e-09
4.440625e+01	2.415584e-07	8.366334e-09
4.443750e+01	2.633379e-07	8.372222e-09
4.446875e+01	2.624906e-07	8.378109e-09
4.450000e+01	3.537510e-07	8.383997e-09
4.453125e+01	5.400123e-07	8.389884e-09
4.456250e+01	3.242723e-07	8.395772e-09
4.459375e+01	2.247614e-07	8.401660e-09
4.462500e+01	2.220113e-07	8.407547e-09
4.465625e+01	2.214339e-07	8.413435e-09
4.468750e+01	2.217059e-07	8.419323e-09
4.471875e+01	2.230307e-07	8.425210e-09
4.475000e+01	2.259227e-07	8.431098e-09
4.478125e+01	2.263984e-07	8.436986e-09
4.481250e+01	2.251124e-07	8.442873e-09
4.484375e+01	2.243191e-07	8.448761e-09
4.487500e+01	2.234746e-07	8.454648e-09
4.490625e+01	2.240725e-07	8.461726e-09
4.493750e+01	2.246204e-07	8.469579e-09
4.496875e+01	2.258915e-07	8.477433e-09
4.500000e+01	2.421666e-07	8.485288e-09
4.503125e+01	2.289481e-07	8.493146e-09
4.506250e+01	2.283632e-07	8.501005e-09
4.509375e+01	2.279091e-07	8.508867e-09
4.512500e+01	2.269988e-07	8.516730e-09
4.515625e+01	2.265184e-07	8.524595e-09
4.518750e+01	2.278625e-07	8.532462e-09
4.521875e+01	2.379697e-07	8.540330e-09
4.525000e+01	2.416181e-07	8.548200e-09
4.528125e+01	2.354265e-07	8.556073e-09
4.531250e+01	2.423543e-07	8.563947e-09
4.534375e+01	2.496204e-07	8.571822e-09
4.537500e+01	2.362218e-07	8.579700e-09
4.540625e+01	2.336856e-07	8.587579e-09
4.543750e+01	2.336138e-07	8.595461e-09
4.546875e+01	2.329160e-07	8.603344e-09
4.550000e+01	2.349356e-07	8.611229e-09
4.553125e+01	2.349962e-07	8.619115e-09
4.556250e+01	2.597589e-07	8.627004e-09
4.559375e+01	2.612538e-07	8.634894e-09
4.562500e+01	2.341862e-07	8.642786e-09
4.565625e+01	2.331379e-07	8.650680e-09
4.568750e+01	2.355539e-07	8.658575e-09
4.571875e+01	2.377272e-07	8.666473e-09
4.575000e+01	2.370982e-07	8.674372e-09
4.578125e+01	2.361059e-07	8.682273e-09
4.581250e+01	2.363298e-07	8.690176e-09
4.584375e+01	2.369444e-07	8.698081e-09
4.587500e+01	2.372982e-07	8.705987e-09
4.590625e+01	2.384149e-07	8.713895e-09
4.593750e+01	2.394740e-07	8.721805e-09
4.596875e+01	2.409287e-07	8.729717e-09
4.600000e+01	2.586169e-07	8.737631e-09
4.603125e+01	2.509732e-07	8.745546e-09
4.606250e+01	2.795856e-07	8.753464e-09
4.609375e+01	3.038786e-07	8.761383e-09
4.612500e+01	2.777962e-07	8.769303e-09
4.615625e+01	2.534650e-07	8.777226e-09
4.618750e+01	2.518651e-07	8.785150e-09
4.621875e+01	2.528476e-07	8.793076e-09
4.625000e+01	2.565447e-07	8.801004e-09
4.628125e+01	2.590619e-07	8.808934e-09
4.631250e+01	2.662959e-07	8.816866e-09
4.634375e+01	2.633821e-07	8.824799e-09
4.637500e+01	2.580702e-07	8.832734e-09
4.640625e+01	2.592023e-07	8.840671e-09
4.643750e+01	2.599194e-07	8.848609e-09
4.646875e+01	2.612111e-07	8.856550e-09
4.650000e+01	2.668720e-07	8.864492e-09
4.653125e+01	2.702126e-07	8.872436e-09
4.656250e+01	2.713211e-07	8.880382e-09
4.659375e+01	2.681880e-07	8.888329e-09
4.662500e+01	2.679808e-07	8.896279e-09
4.665625e+01	2.683874e-07	8.904230e-09
4.668750e+01	2.709570e-07	8.912183e-09
4.671875e+01	2.747996e-07	8.920137e-09
4.675000e+01	2.765466e-07	8.928094e-09
4.678125e+01	2.768194e-07	8.936052e-09
4.681250e+01	2.816885e-07	8.944012e-09
4.684375e+01	2.859437e-07	8.951974e-09
4.687500e+01	2.801377e-07	8.959937e-09
4.690625e+01	2.779951e-07	8.967902e-09
4.693750e+01	2.815343e-07	8.975869e-09
4.696875e+01	2.834840e-07	8.983838e-09
4.700000e+01	1.507144e-06	8.991809e-09
4.703125e+01	7.034622e-07	8.999781e-09
4.706250e+01	7.117786e-07	9.007755e-09
4.709375e+01	7.153055e-07	9.015731e-09
4.712500e+01	7.131220e-07	9.023709e-09
4.715625e+01	7.136437e-07	9.031688e-09
4.718750e+01	7.168138e-07	9.039669e-09
4.721875e+01	7.240268e-07	9.047652e-09
4.725000e+01	7.367802e-07	9.055637e-09
4.728125e+01	7.341896e-07	9.063623e-09
4.731250e+01	7.381169e-07	9.071612e-09
4.734375e+01	7.477795e-07	9.079602e-09
4.737500e+01	7.632599e-07	9.087593e-09
4.740625e+01	7.785919e-07	9.095587e-09
4.743750e+01	7.914489e-07	9.103582e-09
4.746875e+01	7.954353e-07	9.111579e-09
4.750000e+01	8.687160e-07	9.119578e-09
4.753125e+01	7.846484e-07	9.127578e-09
4.756250e+01	7.753374e-07	9.135581e-09
4.759375e+01	7.780560e-07	9.143585e-09
4.762500e+01	7.815475e-07	9.151590e-09
4.765625e+01	8.294867e-07	9.159598e-09
4.768750e+01	9.908854e-07	9.167607e-09
4.771875e+01	8.235419e-07	9.175618e-09
4.775000e+01	8.151104e-07	9.183631e-09
4.778125e+01	8.297510e-07	9.191645e-09
4.781250e+01	8.380714e-07	9.199662e-09
4.784375e+01	8.385568e-07	9.207680e-09
4.787500e+01	8.345888e-07	9.215699e-09
4.790625e+01	8.398653e-07	9.223721e-09
4.793750e+01	8.467368e-07	9.231744e-09
4.796875e+01	8.685038e-07	9.239769e-09
4.800000e+01	6.522650e-06	9.247796e-09
4.803125e+01	8.883304e-07	9.255824e-09
4.806250e+01	8.772296e-07	9.263855e-09
4.809375e+01	8.830173e-07	9.271887e-09
4.812500e+01	8.862308e-07	9.279920e-09
4.815625e+01	8.901034e-07	9.287956e-09
4.818750e+01	8.938465e-07	9.295993e-09
4.821875e+01	9.012113e-07	9.304032e-09
4.825000e+01	9.162964e-07	9.312072e-09
4.828125e+01	9.642217e-07	9.320115e-09
4.831250e+01	9.768357e-07	9.328159e-09
4.834375e+01	9.383752e-07	9.336205e-09
4.837500e+01	9.444392e-07	9.344252e-09
4.840625e+01	9.565888e-07	9.352302e-09
4.843750e+01	9.378966e-07	9.360353e-09
4.846875e+01	9.436680e-07	9.368405e-09
4.850000e+01	1.052046e-06	9.376460e-09
4.853125e+01	9.512287e-07	9.384516e-09
4.856250e+01	9.385572e-07	9.392574e-09
4.859375e+01	9.449731e-07	9.400634e-09
4.862500e+01	9.566761e-07	9.408695e-09
4.865625e+01	9.785494e-07	9.416759e-09
4.868750e+01	9.807910e-07	9.424823e-09
4.871875e+01	9.681310e-07	9.432890e-09
4.875000e+01	9.569928e-07	9.440958e-09
4.878125e+01	9.486491e-07	9.449028e-09
4.881250e+01	9.424448e-07	9.457100e-09
4.884375e+01	9.419326e-07	9.465174e-09
4.887500e+01	9.427299e-07	9.473249e-09
4.890625e+01	9.424198e-07	9.481326e-09
4.893750e+01	9.426560e-07	9.489405e-09
4.896875e+01	9.463332e-07	9.498987e-09
4.900000e+01	2.117607e-06	9.509093e-09
4.903125e+01	3.815965e-07	9.519202e-09
4.906250e+01	3.737464e-07	9.529316e-09
4.909375e+01	3.706364e-07	9.539434e-09
4.912500e+01	3.692135e-07	9.549557e-09
4.915625e+01	3.681976e-07	9.559684e-09
4.918750e+01	3.668051e-07	9.569815e-09
4.921875e+01	3.659083e-07	9.579950e-09
4.925000e+01	3.693906e-07	9.590090e-09
4.928125e+01	3.778865e-07	9.600234e-09
4.931250e+01	3.722983e-07	9.610382e-09
4.934375e+01	3.680141e-07	9.620534e-09
4.937500e+01	3.667097e-07	9.630691e-09
4.940625e+01	3.653225e-07	9.640852e-09
4.943750e+01	3.641380e-07	9.651018e-09
4.946875e+01	3.657346e-07	9.661187e-09
4.950000e+01	3.738082e-07	9.671361e-09
4.953125e+01	3.700879e-07	9.681540e-09
4.956250e+01	3.645954e-07	9.691722e-09
4.959375e+01	3.625832e-07	9.701909e-09
4.962500e+01	3.612208e-07	9.712100e-09
4.965625e+01	3.604451e-07	9.722295e-09
4.968750e+01	3.604447e-07	9.732495e-09
4.971875e+01	3.604215e-07	9.742699e-09
4.975000e+01	3.612668e-07	9.752907e-09
4.978125e+01	3.643177e-07	9.763120e-09
4.981250e+01	3.690930e-07	9.773336e-09
4.984375e+01	3.752344e-07	9.783557e-09
4.987500e+01	3.764421e-07	9.793783e-09
4.990625e+01	3.689658e-07	9.804012e-09
4.993750e+01	1.030006e-06	9.814246e-09
4.996875e+01	1.042946e-06	9.824484e-09
5.000000e+01	2.466693e-06	9.834727e-09
5.003125e+01	1.042942e-06	9.844973e-09
5.006250e+01	1.043311e-06	9.855224e-09
5.009375e+01	3.689991e-07	9.865479e-09
5.012500e+01	3.792573e-07	9.875739e-09
5.015625e+01	3.809772e-07	9.886002e-09
5.018750e+01	3.759025e-07	9.896270e-09
5.021875e+01	3.726820e-07	9.906543e-09
5.025000e+01	3.768430e-07	9.916819e-09
5.028125e+01	3.782142e-07	9.927100e-09
5.031250e+01	3.728892e-07	9.937385e-09
5.034375e+01	3.710031e-07	9.947674e-09
5.037500e+01	3.700045e-07	9.957968e-09
5.040625e+01	3.692647e-07	9.968265e-09
5.043750e+01	3.733572e-07	9.978568e-09
5.046875e+01	3.798270e-07	9.988874e-09
5.050000e+01	3.796901e-07	9.999184e-09
5.053125e+01	3.700426e-07	1.000950e-08
5.056250e+01	3.703275e-07	1.001982e-08
5.059375e+01	3.747349e-07	1.003014e-08
5.062500e+01	3.714380e-07	1.004047e-08
5.065625e+01	3.701837e-07	1.005080e-08
5.068750e+01	3.705970e-07	1.006114e-08
5.071875e+01	3.712837e-07	1.007148e-08
5.075000e+01	3.738707e-07	1.008182e-08
5.078125e+01	3.780232e-07	1.009217e-08
5.081250e+01	3.816057e-07	1.010252e-08
5.084375e+01	3.819425e-07	1.011288e-08
5.087500e+01	3.811600e-07	1.012324e-08
5.090625e+01	3.803979e-07	1.013361e-08
5.093750e+01	3.802264e-07	1.014398e-08
5.096875e+01	3.813223e-07	1.015435e-08
5.100000e+01	4.067652e-07	1.016473e-08
5.103125e+01	3.864343e-07	1.017511e-08
5.106250e+01	3.819182e-07	1.018550e-08
5.109375e+01	3.820233e-07	1.019589e-08
5.112500e+01	3.810475e-07	1.020629e-08
5.115625e+01	3.810999e-07	1.021669e-08
5.118750e+01	3.823079e-07	1.022709e-08
5.121875e+01	3.876926e-07	1.023750e-08
5.125000e+01	3.975900e-07	1.024791e-08
5.128125e+01	3.903938e-07	1.025833e-08
5.131250e+01	3.866252e-07	1.026875e-08
5.134375e+01	3.868665e-07	1.027917e-08
5.137500e+01	3.886046e-07	1.028960e-08
5.140625e+01	3.898649e-07	1.030004e-08
5.143750e+01	3.889743e-07	1.031048e-08
5.146875e+01	3.899460e-07	1.032092e-08
5.150000e+01	3.952971e-07	1.033136e-08
5.153125e+01	3.935975e-07	1.034181e-08
5.156250e+01	3.944104e-07	1.035227e-08
5.159375e+01	3.955787e-07	1.036273e-08
5.162500e+01	3.967466e-07	1.037319e-08
5.165625e+01	3.990950e-07	1.038366e-08
5.168750e+01	4.012366e-07	1.039413e-08
5.171875e+01	3.996076e-07	1.040461e-08
5.175000e+01	4.008304e-07	1.041509e-08
5.178125e+01	4.036215e-07	1.042557e-08
5.181250e+01	4.056756e-07	1.043606e-08
5.184375e+01	4.072579e-07	1.044655e-08
5.187500e+01	4.080589e-07	1.045705e-08
5.190625e+01	4.085755e-07	1.046755e-08
5.193750e+01	4.094541e-07	1.047806e-08
5.196875e+01	4.131323e-07	1.048856e-08
5.200000e+01	4.428018e-07	1.049908e-08
5.203125e+01	4.170093e-07	1.050960e-08
5.206250e+01	4.155522e-07	1.052012e-08
5.209375e+01	4.160267e-07	1.053065e-08
5.212500e+01	4.178201e-07	1.054118e-08
5.215625e+01	4.204930e-07	1.055171e-08
5.218750e+01	4.229535e-07	1.056225e-08
5.221875e+01	4.275241e-07	1.057279e-08
5.225000e+01	4.322488e-07	1.058334e-08
5.228125e+01	4.311225e-07	1.059389e-08
5.231250e+01	4.350810e-07	1.060445e-08
5.234375e+01	4.534534e-07	1.061501e-08
5.237500e+01	4.468497e-07	1.062557e-08
5.240625e+01	4.349120e-07	1.063614e-08
5.243750e+01	4.364552e-07	1.064671e-08
5.246875e+01	4.481360e-07	1.065729e-08
5.250000e+01	5.031465e-07	1.066787e-08
5.253125e+01	5.053249e-07	1.067846e-08
5.256250e+01	5.079935e-07	1.068905e-08
5.259375e+01	5.224030e-07	1.069964e-08
5.262500e+01	4.743559e-07	1.071024e-08
5.265625e+01	4.516983e-07	1.072084e-08
5.268750e+01	4.511336e-07	1.073145e-08
5.271875e+01	4.538284e-07	1.074206e-08
5.275000e+01	4.554171e-07	1.075267e-08
5.278125e+01	4.577234e-07	1.076329e-08
5.281250e+01	inf	1.077391e-08
5.284375e+01	4.607467e-07	1.078454e-08
5.287500e+01	4.619927e-07	1.079517e-08
5.290625e+01	4.650907e-07	1.080581e-08
5.293750e+01	4.673010e-07	1.081645e-08
5.296875e+01	4.697277e-07	1.082709e-08
5.300000e+01	4.977230e-07	1.083774e-08
5.303125e+01	4.796054e-07	1.084839e-08
5.306250e+01	4.782295e-07	1.085905e-08
5.309375e+01	4.792583e-07	1.086971e-08
5.312500e+01	4.805435e-07	1.088037e-08
5.315625e+01	4.829842e-07	1.089104e-08
5.318750e+01	4.874471e-07	1.090172e-08
5.321875e+01	4.959544e-07	1.091239e-08
5.325000e+01	4.958364e-07	1.092308e-08
5.328125e+01	4.978420e-07	1.093376e-08
5.331250e+01	5.045226e-07	1.094445e-08
5.334375e+01	1.576960e-06	1.095515e-08
5.337500e+01	1.591955e-06	1.096584e-08
5.340625e+01	1.632876e-06	1.097655e-08
5.343750e+01	1.605447e-06	1.098725e-08
5.346875e+01	1.596842e-06	1.099796e-08
5.350000e+01	5.150532e-07	1.100868e-08
5.353125e+01	5.132678e-07	1.101940e-08
5.356250e+01	5.172863e-07	1.103012e-08
5.359375e+01	5.241040e-07	1.104085e-08
5.362500e+01	5.275460e-07	1.105158e-08
5.365625e+01	5.336093e-07	1.106232e-08
5.368750e+01	5.703989e-07	1.107306e-08
5.371875e+01	5.654191e-07	1.108380e-08
5.375000e+01	5.596302e-07	1.109455e-08
5.378125e+01	5.877096e-07	1.110530e-08
5.381250e+01	5.538803e-07	1.111606e-08
5.384375e+01	5.420387e-07	1.112682e-08
5.387500e+01	5.444724e-07	1.113759e-08
5.390625e+01	5.481899e-07	1.114836e-08
5.393750e+01	5.503524e-07	1.115913e-08
5.396875e+01	5.535131e-07	1.116991e-08
5.400000e+01	5.818870e-07	1.118069e-08
5.403125e+01	5.587310e-07	1.119147e-08
5.406250e+01	5.614711e-07	1.120226e-08
5.409375e+01	5.644203e-07	1.121306e-08
5.412500e+01	5.666089e-07	1.122386e-08
5.415625e+01	5.706508e-07	1.123466e-08
5.418750e+01	5.791939e-07	1.124547e-08
5.421875e+01	5.835266e-07	1.125628e-08
5.425000e+01	5.825105e-07	1.126709e-08
5.428125e+01	5.872661e-07	1.127791e-08
5.431250e+01	5.923392e-07	1.128873e-08
5.434375e+01	5.939897e-07	1.129956e-08
5.437500e+01	5.909023e-07	1.131039e-08
5.440625e+01	5.908766e-07	1.132123e-08
5.443750e+01	5.912146e-07	1.133207e-08
5.446875e+01	5.960555e-07	1.134291e-08
5.450000e+01	6.053189e-07	1.135376e-08
5.453125e+01	6.059479e-07	1.136562e-08
5.456250e+01	6.115339e-07	1.137865e-08
5.459375e+01	6.196861e-07	1.139169e-08
5.462500e+01	6.288775e-07	1.140473e-08
5.465625e+01	6.281646e-07	1.141778e-08
5.468750e+01	6.220071e-07	1.143084e-08
5.471875e+01	6.308089e-07	1.144391e-08
5.475000e+01	6.723471e-07	1.145699e-08
5.478125e+01	6.593312e-07	1.147007e-08
5.481250e+01	6.251482e-07	1.148316e-08
5.484375e+01	6.239770e-07	1.149626e-08
5.487500e+01	6.287895e-07	1.150936e-08
5.490625e+01	6.332299e-07	1.152247e-08
5.493750e+01	6.347437e-07	1.153559e-08
5.496875e+01	6.366854e-07	1.154872e-08
5.500000e+01	6.694227e-07	1.156186e-08
5.503125e+01	6.439622e-07	1.157500e-08
5.506250e+01	6.444316e-07	1.158815e-08
5.509375e+01	6.497464e-07	1.160130e-08
5.512500e+01	6.574765e-07	1.161447e-08
5.515625e+01	6.658546e-07	1.162764e-08
5.518750e+01	6.730364e-07	1.164082e-08
5.521875e+01	6.695378e-07	1.165401e-08
5.525000e+01	6.636683e-07	1.166720e-08
5.528125e+01	6.636982e-07	1.168040e-08
5.531250e+01	6.645111e-07	1.169361e-08
5.534375e+01	6.681468e-07	1.170683e-08
5.537500e+01	6.740100e-07	1.172005e-08
5.540625e+01	6.795222e-07	1.173329e-08
5.543750e+01	6.811440e-07	1.174653e-08
5.546875e+01	6.815345e-07	1.175977e-08
5.550000e+01	6.899442e-07	1.177303e-08
5.553125e+01	6.902276e-07	1.178629e-08
5.556250e+01	6.965948e-07	1.179956e-08
5.559375e+01	7.026055e-07	1.181283e-08
5.562500e+01	7.003841e-07	1.182612e-08
5.565625e+01	6.924880e-07	1.183941e-08
5.568750e+01	6.948405e-07	1.185271e-08
5.571875e+01	6.964839e-07	1.186601e-08
